DATADECESSO,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2020-11-11,33,38,23,23,30,29,39,39,37,25,22,24,29,22,23,10,14,11,15,15,11,16,11,9,8,7,2,10,11,4,5,3,2,2,6,3,2,2,2,1,3,4,2,2,1,1,3,1,0,0
2020-11-12,34,23,30,36,32,32,24,35,29,22,24,35,21,15,18,17,15,12,13,9,14,8,12,15,6,8,4,8,3,4,6,3,6,2,6,2,4,2,3,0,2,1,1,3,4,1,0,1,0,2
2020-11-13,38,22,31,28,38,22,25,35,22,24,24,29,30,25,14,18,12,7,12,16,10,10,12,13,11,7,10,4,4,8,7,5,3,6,6,4,4,1,1,0,4,3,1,1,1,0,1,1,0,0
2020-11-14,22,31,25,34,24,25,24,31,27,25,24,20,21,13,18,17,21,16,15,12,11,13,7,8,0,6,5,4,4,6,5,4,1,4,4,4,4,5,3,5,2,1,1,0,2,3,1,0,0,0
2020-11-15,39,28,18,17,30,29,25,24,20,33,24,23,19,15,20,16,15,17,10,11,4,10,3,4,7,9,6,0,4,6,3,4,5,3,1,2,1,2,0,1,0,1,0,2,2,2,0,1,2,1
2020-11-16,29,37,38,28,24,32,32,25,34,34,31,26,21,21,16,15,21,22,17,15,9,15,7,14,10,8,6,8,10,7,3,6,0,2,2,4,0,5,6,3,0,0,0,2,0,0,2,0,1,1
2020-11-17,41,17,30,27,35,27,41,31,32,29,23,31,20,21,16,21,15,17,14,12,14,10,17,10,8,9,4,8,9,9,3,4,3,1,5,6,2,2,2,1,3,1,0,3,1,2,2,0,1,1
2020-11-18,40,18,33,21,26,35,33,23,27,32,19,19,8,21,22,13,15,14,8,16,12,11,4,10,4,10,7,6,6,2,3,3,1,4,1,1,1,3,5,2,3,2,0,4,3,0,2,2,2,2
2020-11-19,28,20,24,27,33,26,37,25,27,27,19,25,24,22,15,15,16,14,14,15,8,11,11,9,5,4,10,6,3,1,3,5,3,3,2,0,2,1,3,2,0,0,0,2,0,0,5,2,1,0
2020-11-20,28,22,23,21,25,42,28,25,24,19,33,25,23,15,9,13,13,15,14,10,7,7,9,5,5,7,11,5,5,3,2,3,6,5,1,2,0,3,1,1,1,1,1,2,3,1,2,0,0,2
2020-11-21,21,19,16,25,20,22,26,25,24,21,15,12,17,22,15,15,7,13,10,15,7,9,6,11,7,8,9,7,2,2,5,3,4,0,0,3,5,2,1,0,0,0,2,0,3,1,1,2,0,0
2020-11-22,33,18,21,19,20,20,19,23,20,17,17,23,10,14,7,14,14,15,8,9,10,2,2,5,7,3,4,2,4,2,5,5,3,0,2,0,1,4,3,1,1,2,1,2,2,1,2,1,0,0
2020-11-23,35,24,27,17,22,22,21,19,20,24,20,17,25,18,11,16,14,12,12,7,8,7,14,7,9,6,3,2,5,1,3,4,2,4,3,6,2,3,0,1,0,4,2,0,2,1,2,0,0,1
2020-11-24,25,26,23,36,18,22,23,18,26,15,16,17,24,23,14,22,14,11,7,10,8,7,8,8,10,8,8,1,2,4,4,3,3,4,3,2,2,1,0,0,1,2,3,1,0,2,3,0,1,2
2020-11-25,28,22,24,19,20,24,12,24,17,27,12,16,22,13,15,12,10,15,10,11,13,9,5,7,5,4,7,4,9,3,2,3,1,2,2,1,1,3,4,1,1,1,2,3,0,0,1,1,1,1
2020-11-26,28,18,12,27,21,25,20,22,21,17,21,17,18,15,11,12,9,12,7,10,10,3,7,5,7,6,7,5,0,6,5,3,2,2,5,3,3,2,1,4,3,1,2,2,3,0,3,2,0,2
2020-11-27,30,23,22,20,16,16,28,22,17,21,21,22,19,18,13,11,19,6,10,16,11,12,14,5,7,6,7,7,6,3,1,5,4,3,1,2,1,0,4,0,0,4,0,1,3,1,0,0,1,0
2020-11-28,16,20,12,19,17,25,26,15,20,11,22,16,13,23,13,12,16,21,8,11,6,3,8,9,6,7,3,4,4,4,3,5,6,2,4,2,1,3,3,0,2,0,0,1,0,2,0,1,0,0
2020-11-29,20,25,19,14,13,26,16,17,18,14,15,13,17,10,13,16,9,8,11,5,4,7,2,7,7,1,3,2,6,3,2,2,4,0,3,2,3,2,0,2,4,0,0,1,1,2,0,2,2,0
2020-11-30,23,21,23,16,16,20,24,23,13,9,18,18,8,10,12,9,5,16,14,5,12,10,8,8,5,1,1,2,3,2,5,7,6,6,2,3,0,0,4,3,1,0,1,3,0,0,0,0,1,3
2020-12-01,23,25,21,20,17,17,22,22,19,19,14,18,10,14,13,21,9,16,10,8,6,11,5,8,5,4,5,4,6,4,4,3,0,1,6,4,0,0,2,4,3,3,2,1,1,3,1,2,4,0
2020-12-02,24,19,13,23,23,23,18,17,10,18,15,19,18,20,7,12,23,7,6,7,9,11,6,10,4,5,2,3,6,8,7,2,2,0,3,3,2,4,1,2,4,0,2,2,0,1,1,1,1,0
2020-12-03,23,20,19,17,19,22,31,21,14,20,19,19,10,15,7,13,8,10,9,12,6,5,9,7,5,10,3,3,4,4,6,6,2,5,4,3,2,2,1,2,1,0,2,1,2,1,2,1,2,2
2020-12-04,24,17,14,17,11,22,17,20,19,19,19,22,24,25,8,17,6,14,7,5,8,4,4,7,6,4,4,7,4,3,3,3,2,2,2,4,2,2,2,2,1,0,0,0,0,4,3,1,1,0
2020-12-05,13,19,8,25,18,12,17,19,19,15,17,18,9,10,11,12,12,13,10,16,4,5,5,9,3,5,4,9,3,4,3,2,2,3,0,0,0,3,2,3,2,0,1,0,3,1,1,2,0,2
2020-12-06,16,18,9,15,17,12,16,14,9,12,18,7,14,14,19,14,5,9,7,7,5,8,6,4,7,1,3,2,3,6,4,2,1,2,4,1,2,0,0,0,0,1,2,2,0,2,0,1,0,0
2020-12-07,20,15,19,17,20,10,19,13,21,17,15,17,15,8,10,10,8,7,11,6,5,8,5,4,6,2,4,1,8,4,2,2,1,4,3,3,2,3,1,0,2,3,0,2,0,2,1,0,2,0
2020-12-08,21,17,16,16,15,16,11,11,16,22,16,11,17,23,12,7,13,9,5,7,10,5,5,7,4,3,4,5,3,2,1,5,2,2,2,7,2,1,3,0,1,4,1,4,2,0,1,0,0,1
2020-12-09,19,15,22,14,24,17,15,25,18,15,18,15,14,15,11,15,7,8,5,9,6,11,6,5,5,4,6,4,6,7,3,3,2,0,4,3,1,1,2,2,1,1,4,1,0,1,1,0,3,0
2020-12-10,13,12,17,13,17,15,22,20,15,12,12,14,16,15,17,6,8,10,8,4,9,9,8,4,5,9,2,1,6,4,6,3,3,3,1,0,4,3,1,2,2,1,0,0,2,0,0,0,0,1
2020-12-11,26,17,13,24,16,18,14,19,10,16,14,20,10,13,9,14,5,12,9,11,11,8,11,4,5,5,6,3,4,5,6,5,2,1,2,3,2,1,1,1,1,1,1,1,3,1,2,2,0,0
2020-12-12,17,16,11,10,15,18,19,16,12,13,14,9,13,8,12,5,9,9,11,10,6,4,9,8,2,7,4,8,2,3,3,4,4,2,0,1,3,1,3,1,2,0,3,2,0,2,2,1,0,2
2020-12-13,16,14,11,12,14,14,14,9,12,13,14,14,10,7,4,11,8,7,7,5,4,6,4,6,3,3,4,3,5,1,3,1,0,3,3,0,1,1,2,1,2,2,0,0,0,1,0,1,0,0
2020-12-14,17,18,14,21,19,21,7,9,10,19,16,14,7,11,12,7,6,5,6,9,8,12,10,5,9,4,5,5,3,1,5,1,4,2,2,3,2,2,4,1,0,1,1,1,0,1,0,1,0,1
2020-12-15,15,20,13,15,11,15,19,10,13,9,12,14,17,7,8,13,13,11,6,10,7,8,4,3,3,1,1,5,3,6,4,2,3,5,2,1,1,3,2,1,3,0,1,2,0,2,2,0,1,1
2020-12-16,21,18,8,13,19,15,12,14,10,11,14,13,6,12,9,9,5,10,9,5,9,6,5,8,4,1,6,4,3,1,5,4,2,5,5,4,2,2,2,4,0,0,2,2,2,3,0,2,1,0
2020-12-17,22,13,10,8,10,12,15,23,9,13,16,17,9,19,11,5,11,9,8,10,7,11,10,8,3,3,3,7,5,2,6,1,1,2,4,0,3,1,1,1,1,0,1,2,0,4,0,1,0,0
2020-12-18,15,11,10,10,14,11,18,10,18,10,24,15,15,18,6,15,11,11,9,8,10,4,7,7,4,3,2,5,6,4,2,2,3,1,3,1,1,2,1,2,2,2,3,3,0,0,1,4,1,2
2020-12-19,16,11,12,10,12,13,8,11,14,19,12,9,10,10,5,13,9,10,8,4,6,2,8,5,5,5,2,3,3,1,4,2,3,2,3,1,2,5,0,2,1,1,1,0,1,0,0,0,2,3
2020-12-20,12,20,8,10,12,10,13,9,12,19,6,9,16,10,11,7,12,11,13,4,8,7,8,6,6,6,7,2,6,2,3,1,3,1,0,2,2,2,0,0,0,3,0,0,3,0,1,1,2,0
2020-12-21,13,12,9,19,16,17,11,19,18,11,13,15,6,7,9,8,6,10,7,10,3,6,7,4,4,6,5,3,6,4,5,2,1,1,2,3,2,1,4,1,2,2,1,3,0,3,2,1,0,0
2020-12-22,14,14,12,10,15,12,13,22,15,11,17,15,7,10,11,9,7,11,8,8,10,6,7,5,9,3,3,7,3,8,4,1,4,3,0,0,1,3,0,1,2,2,0,3,1,1,1,1,0,0
2020-12-23,15,9,10,10,21,13,12,18,11,15,25,12,13,10,16,6,7,9,13,7,7,6,5,5,7,3,7,4,3,5,0,2,2,6,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,0
2020-12-24,10,21,9,16,16,12,17,13,17,23,9,13,12,11,5,9,8,7,10,10,9,9,10,4,3,2,5,3,8,2,5,4,0,2,4,4,1,0,2,4,1,1,1,2,3,1,1,1,0,1
2020-12-25,11,12,8,14,10,8,10,13,13,18,19,11,9,8,9,10,2,6,5,7,5,5,6,8,3,1,2,2,2,2,2,1,1,3,1,1,4,2,2,3,1,3,2,0,0,0,0,0,1,0
2020-12-26,12,12,14,11,13,21,20,11,12,14,21,16,11,8,15,13,4,2,7,6,9,9,5,5,8,4,1,3,1,3,3,4,0,2,1,2,0,1,0,0,0,1,4,0,0,0,1,2,0,0
2020-12-27,5,10,10,17,12,16,8,13,13,15,23,20,9,9,10,10,5,11,14,8,5,7,8,5,4,5,3,8,3,4,6,3,4,2,0,2,1,5,1,0,3,0,1,1,0,1,1,0,0,0
2020-12-28,13,14,15,15,18,15,16,16,15,14,14,16,13,7,14,12,11,7,9,9,10,7,8,2,5,4,3,2,4,2,2,4,0,7,2,2,0,2,0,0,0,1,2,3,0,0,1,1,1,1
2020-12-29,15,14,7,11,12,12,14,17,19,14,13,6,16,15,18,17,14,15,9,11,11,13,6,5,8,5,2,4,3,7,3,2,4,4,2,3,2,1,2,2,1,2,0,2,2,0,2,0,0,0
2020-12-30,9,12,9,11,16,15,20,15,16,7,12,5,13,9,12,10,9,12,6,12,7,5,5,3,8,9,6,3,5,6,5,0,1,2,5,3,2,1,1,0,0,1,1,3,1,1,0,1,0,2
2020-12-31,12,17,17,16,13,20,21,11,19,9,13,16,19,9,14,14,11,12,9,11,5,4,5,4,8,4,10,2,3,2,4,3,3,1,3,0,0,2,4,1,3,1,1,0,1,2,0,2,2,1
2021-01-01,11,9,9,10,15,12,20,12,13,15,8,13,11,8,5,11,8,6,11,8,11,6,4,4,7,2,3,4,3,5,3,3,1,4,3,0,2,1,1,0,1,1,1,0,0,1,0,1,0,0
2021-01-02,13,10,16,20,14,18,19,15,23,16,13,14,13,10,12,12,9,15,6,6,14,11,5,6,6,8,5,3,4,1,1,1,0,3,0,3,0,3,1,0,1,3,1,2,2,1,2,0,0,0
2021-01-03,9,11,15,13,14,17,12,18,14,16,14,9,17,17,15,10,5,5,4,12,7,8,6,3,4,2,3,4,5,3,5,2,1,4,1,1,2,3,0,1,1,1,0,3,0,1,0,2,1,0
2021-01-04,12,11,17,12,12,18,12,25,17,11,12,18,12,19,16,14,21,9,11,13,4,7,5,5,4,4,2,4,5,4,3,2,2,5,1,2,1,3,0,3,1,0,2,1,0,2,0,0,1,1
2021-01-05,17,16,11,24,8,21,21,17,16,20,15,22,12,12,15,12,15,8,6,5,11,8,9,6,1,3,1,2,4,5,2,3,3,2,3,3,3,1,1,3,1,0,2,3,1,1,1,0,0,1
2021-01-06,14,11,11,10,12,12,16,18,16,27,12,7,13,12,4,5,12,5,7,6,11,8,5,5,6,2,6,5,3,2,3,3,3,3,4,0,0,0,1,1,3,1,1,0,2,1,0,1,0,2
2021-01-07,9,16,15,14,29,18,17,24,20,19,15,14,13,14,11,12,8,8,9,9,8,6,7,1,2,4,2,8,4,3,3,0,4,6,4,1,3,1,1,2,2,1,0,1,3,0,1,1,0,0
2021-01-08,12,13,12,15,16,15,14,17,17,20,16,13,18,13,18,15,17,11,7,9,7,7,9,7,5,4,6,3,3,5,4,1,5,2,5,0,3,0,2,4,4,0,1,1,0,2,2,1,0,0
2021-01-09,14,15,13,13,15,18,17,13,14,13,13,12,15,14,7,6,9,13,9,9,11,4,5,5,8,5,7,7,3,0,5,2,3,1,1,2,1,1,1,3,2,3,0,2,1,0,2,0,2,1
2021-01-10,12,13,11,9,14,15,11,20,23,8,13,20,12,13,12,9,6,9,11,5,6,5,9,7,5,4,3,2,1,1,2,1,5,2,2,0,2,2,1,2,1,0,0,1,0,0,0,1,0,0
2021-01-11,12,10,14,14,20,15,20,17,15,17,14,15,14,15,13,10,13,7,11,6,7,5,2,6,4,5,1,1,2,2,0,2,2,3,3,0,1,3,3,4,3,1,2,2,1,0,1,2,0,2
2021-01-12,11,11,12,11,13,17,13,20,11,10,17,14,11,12,9,17,17,9,9,7,6,9,11,5,7,4,4,4,0,1,3,3,3,2,1,3,3,1,1,3,2,0,4,0,1,1,1,3,0,1
2021-01-13,10,6,17,11,14,13,16,9,8,15,15,13,15,17,14,10,4,13,8,4,10,2,3,6,3,6,2,3,3,4,4,2,4,3,3,4,1,2,0,1,1,0,1,3,0,0,1,1,0,0
2021-01-14,9,18,5,12,14,16,22,11,17,15,13,14,14,15,12,11,10,12,10,6,9,10,4,8,5,5,8,6,5,3,1,2,0,3,2,0,3,2,4,0,1,0,2,2,1,1,1,0,1,1
2021-01-15,11,12,9,14,16,23,12,14,9,9,15,8,17,10,8,8,13,9,6,9,4,7,6,3,5,5,4,1,1,1,1,3,3,5,2,4,0,5,0,1,0,0,0,0,2,1,1,1,2,0
2021-01-16,18,12,14,7,21,22,9,14,11,17,13,15,11,13,9,9,6,11,3,5,10,10,3,6,0,0,2,5,6,4,2,2,3,3,2,2,0,5,2,2,3,0,0,1,2,0,0,0,0,1
2021-01-17,10,17,10,11,11,13,16,9,9,13,15,9,9,7,10,8,16,8,8,8,5,2,5,0,3,2,1,0,4,0,4,2,4,2,3,1,1,4,0,1,0,0,0,0,0,2,0,0,0,2
2021-01-18,17,10,10,13,20,11,15,18,15,9,14,10,13,15,11,8,4,2,11,7,5,6,7,4,4,2,5,6,1,6,2,2,3,6,1,0,3,1,2,3,2,2,1,1,0,1,0,0,0,0
2021-01-19,11,7,8,13,12,12,10,15,11,12,18,8,10,9,9,14,4,11,4,3,5,4,6,6,8,5,4,1,4,7,3,6,0,0,2,2,0,2,0,1,1,2,1,1,0,0,1,1,0,0
2021-01-20,10,14,12,13,15,13,17,11,10,13,9,16,10,10,9,5,11,8,4,4,5,7,8,3,2,2,6,3,3,3,3,2,1,3,3,2,1,2,2,2,0,2,4,0,0,0,2,1,0,0
2021-01-21,9,13,13,12,6,8,17,16,9,12,14,10,11,16,13,14,9,11,8,10,3,7,3,2,3,5,8,5,2,2,6,1,3,1,2,2,0,1,0,2,0,0,3,2,0,5,2,1,0,1
2021-01-22,9,14,8,6,19,14,17,13,17,8,9,6,11,9,12,10,12,10,8,7,7,5,1,2,4,0,2,5,5,0,5,2,4,1,1,1,1,0,1,1,1,1,1,1,0,0,0,3,0,0
2021-01-23,6,6,14,7,13,17,10,6,10,10,14,6,10,9,11,7,10,6,5,7,9,7,0,4,4,3,4,7,4,6,3,3,1,1,0,0,3,1,1,4,2,0,0,0,0,0,1,0,0,1
2021-01-24,13,7,11,5,4,9,18,13,8,10,9,9,9,11,4,10,8,5,3,2,3,2,6,1,3,3,2,1,2,5,4,2,3,2,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0
2021-01-25,10,11,13,15,10,21,10,9,19,8,12,8,11,8,12,9,16,8,8,8,7,7,3,9,7,6,1,5,4,3,5,3,3,4,3,1,2,2,0,0,0,2,1,1,0,1,1,0,1,1
2021-01-26,8,17,10,12,12,10,17,15,10,12,11,6,6,9,11,3,6,5,5,1,1,4,5,2,2,2,3,2,3,2,3,3,3,2,2,1,1,1,0,1,2,2,0,0,0,1,1,1,1,0
2021-01-27,10,8,8,8,6,8,11,11,8,12,10,10,8,10,9,8,5,6,8,2,8,7,4,5,2,3,5,2,6,3,1,1,1,2,0,3,0,0,0,0,3,0,1,2,1,1,1,0,0,0
2021-01-28,7,4,8,10,8,10,11,11,17,5,12,6,10,8,5,10,7,10,5,8,6,2,3,7,5,2,4,1,0,1,5,1,1,0,1,0,1,2,0,2,2,0,0,1,1,0,0,1,0,1
2021-01-29,9,7,5,10,18,9,8,13,12,16,12,13,9,6,6,9,6,5,11,8,3,5,4,5,0,3,2,6,5,3,3,0,3,1,1,0,1,0,3,1,1,0,1,1,0,0,0,1,0,0
2021-01-30,11,4,9,8,12,11,9,7,5,5,13,9,9,14,6,8,10,4,4,5,5,5,3,4,5,3,2,5,7,1,1,3,2,3,2,2,1,1,0,1,1,0,0,0,0,0,1,1,0,2
2021-01-31,10,11,6,8,12,11,12,14,10,8,6,11,8,4,7,1,8,5,8,3,3,4,6,1,0,1,5,4,3,2,4,2,1,2,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0
2021-02-01,8,11,8,10,12,15,12,7,14,8,10,5,6,5,7,5,9,7,13,6,5,5,5,5,2,1,5,7,2,5,0,2,1,0,2,0,1,1,1,0,2,0,0,0,0,0,2,2,2,0
2021-02-02,9,11,8,10,9,10,14,9,7,7,6,6,10,5,5,6,8,5,3,7,5,7,3,5,4,3,1,4,4,2,1,2,1,3,2,3,4,2,1,1,0,3,0,2,1,0,0,0,0,0
2021-02-03,8,10,11,11,6,7,7,13,9,11,7,9,10,5,15,14,10,8,6,6,4,2,4,4,3,1,3,3,1,1,2,1,1,3,1,1,0,1,0,1,1,3,1,1,0,0,1,0,0,0
2021-02-04,16,6,6,10,8,8,10,9,10,12,10,11,5,12,8,5,5,7,5,11,5,5,6,2,2,5,1,3,1,6,1,3,2,2,1,1,4,0,2,0,2,0,1,1,1,1,0,0,0,0
2021-02-05,4,3,13,9,10,6,9,17,6,12,13,9,8,11,8,8,4,8,8,6,3,7,5,7,8,4,3,1,1,1,1,0,5,2,0,2,2,1,0,0,0,0,1,2,0,0,0,1,0,0
2021-02-06,7,9,8,6,10,8,5,9,8,13,7,8,8,7,4,8,5,7,0,6,3,4,1,8,5,3,3,0,3,3,1,1,0,2,1,1,2,1,0,0,0,3,1,0,2,1,0,0,0,0
2021-02-07,5,6,7,7,7,7,9,8,6,16,7,8,4,7,8,9,8,7,4,5,2,4,6,5,5,2,4,2,1,0,1,1,0,3,1,0,1,1,1,0,2,1,1,1,0,0,1,0,0,0
2021-02-08,8,9,8,8,6,4,8,7,6,11,13,14,7,5,11,8,6,4,5,4,5,2,6,2,2,4,2,4,0,3,1,0,0,1,1,5,1,2,1,2,0,1,2,1,0,0,0,1,1,0
2021-02-09,8,6,10,7,4,14,11,7,12,6,8,6,7,13,9,5,5,6,5,5,7,3,8,6,4,1,3,6,2,2,2,1,3,1,2,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0
2021-02-10,4,6,6,14,6,3,10,6,16,8,15,9,11,11,9,10,10,4,5,8,3,5,1,2,3,2,2,0,2,3,2,2,1,1,0,1,0,3,1,0,1,1,2,0,0,0,0,0,0,1
2021-02-11,6,6,9,6,5,9,8,7,9,5,9,7,12,9,7,4,8,3,4,3,5,6,7,5,3,5,1,2,1,5,1,0,3,2,4,1,1,1,2,0,1,1,1,2,2,0,0,0,0,0
2021-02-12,9,5,7,8,11,11,18,14,7,10,8,5,2,5,5,9,2,11,8,6,10,6,7,5,6,2,1,2,4,1,3,0,4,0,1,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0
2021-02-13,8,4,6,6,12,10,4,7,8,6,4,8,5,8,6,9,5,8,6,8,5,4,2,1,0,2,1,3,7,3,1,3,2,1,1,1,0,0,1,1,1,0,0,2,0,0,0,0,1,0
2021-02-14,6,6,6,6,2,4,5,2,7,10,4,3,3,7,5,6,5,6,1,5,3,2,2,2,2,1,0,3,3,1,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0
2021-02-15,13,3,6,9,12,9,11,8,12,5,7,14,8,15,6,8,5,7,2,9,5,6,8,3,5,4,0,1,1,3,2,0,1,0,1,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0
2021-02-16,13,10,6,2,7,8,8,11,11,5,13,11,6,5,1,12,9,8,2,5,5,3,6,6,6,3,1,2,5,4,3,1,2,1,3,0,1,2,0,0,1,0,0,0,1,0,0,1,1,2
2021-02-17,11,6,5,8,13,12,12,14,10,10,8,8,6,13,7,8,2,3,10,5,7,7,2,3,3,6,1,5,3,5,1,0,2,1,1,1,0,3,1,0,0,1,2,0,1,0,0,1,1,1
2021-02-18,6,4,8,6,12,11,13,7,8,9,9,6,11,10,8,7,8,3,2,3,5,5,5,6,6,5,4,4,1,1,1,2,2,2,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
2021-02-19,6,5,7,5,9,5,5,11,13,7,22,13,3,10,10,7,5,6,6,6,7,3,7,2,3,3,1,5,10,2,1,2,2,1,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1
2021-02-20,5,6,9,12,9,14,12,11,10,8,9,8,9,7,13,4,6,5,5,10,4,5,1,3,2,5,2,2,3,2,0,0,2,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-02-21,5,5,7,4,11,6,10,7,10,13,11,10,3,9,5,8,6,8,8,2,1,3,3,1,1,5,1,1,0,1,3,2,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2021-02-22,9,7,4,10,15,6,11,11,14,16,10,11,10,8,8,5,8,7,5,9,7,4,2,4,4,5,2,7,2,1,2,2,1,2,0,4,0,2,4,1,0,0,0,2,2,1,1,0,2,0
2021-02-23,5,6,7,5,14,7,18,11,15,16,9,18,20,8,10,13,12,15,7,6,4,4,5,4,2,3,3,2,2,1,3,5,2,1,2,2,1,0,3,0,2,1,1,0,1,2,1,2,0,1
2021-02-24,11,8,8,9,8,6,11,10,14,11,10,8,8,10,9,8,12,10,3,8,6,6,5,0,3,4,1,5,3,1,0,0,2,0,2,1,3,2,0,0,1,2,1,1,0,0,0,0,1,0
2021-02-25,8,5,2,3,12,10,17,14,21,8,10,4,12,14,8,9,12,7,8,8,7,5,4,2,4,3,1,2,4,1,2,2,3,3,3,1,0,1,2,2,0,0,0,0,1,0,1,0,0,0
2021-02-26,7,10,8,9,10,12,15,12,12,16,10,11,12,11,17,10,8,11,9,7,7,5,2,7,2,2,2,3,2,0,5,3,3,2,2,0,1,1,3,0,3,0,1,1,0,0,1,0,1,1
2021-02-27,2,8,5,9,20,5,15,10,6,13,8,17,13,10,8,15,12,11,7,5,7,4,3,8,3,6,7,1,3,2,4,4,2,3,3,2,2,0,2,1,0,1,1,0,2,0,1,0,0,0
2021-02-28,6,10,9,11,5,10,9,18,13,10,9,12,10,6,4,9,7,8,6,4,5,4,2,5,3,4,1,5,2,2,2,2,4,2,0,1,1,4,1,0,0,1,1,0,0,2,0,0,0,2
2021-03-01,7,8,5,15,12,5,11,9,13,19,11,15,10,11,14,10,9,10,2,9,9,4,7,5,4,5,3,4,2,2,3,1,0,0,0,0,1,3,0,2,3,2,0,0,0,1,2,1,1,0
2021-03-02,12,9,10,11,7,12,12,12,17,19,11,17,10,13,12,7,19,11,7,3,6,3,6,3,5,4,3,4,1,3,2,2,0,3,2,0,1,1,1,1,3,1,4,2,0,0,1,1,0,1
2021-03-03,13,7,9,10,16,18,15,18,17,26,17,8,16,15,8,10,15,10,9,8,11,6,6,4,4,5,5,4,8,5,3,1,1,3,5,1,3,1,1,1,0,1,0,1,0,0,1,0,1,0
2021-03-04,15,7,11,8,9,11,16,16,23,15,15,15,15,14,15,11,12,10,5,4,8,5,10,5,7,4,4,1,1,0,6,5,1,1,1,1,3,1,3,0,1,3,0,4,0,0,1,0,1,0
2021-03-05,20,9,7,13,17,19,16,23,20,17,11,19,9,7,10,9,20,8,10,8,7,6,9,3,1,5,5,3,3,4,3,4,6,2,4,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0
2021-03-06,7,7,10,11,10,18,18,6,11,14,21,16,16,11,14,9,8,9,4,3,5,4,3,8,2,2,2,6,1,1,0,1,2,2,3,0,0,0,2,1,1,1,2,0,0,0,1,1,1,0
2021-03-07,15,9,9,7,12,9,6,10,18,12,22,16,13,11,5,8,18,12,5,6,3,5,5,2,4,4,2,2,2,3,4,1,0,1,2,1,2,1,1,0,1,3,2,0,0,0,0,3,0,0
2021-03-08,6,11,8,14,14,23,15,20,11,17,20,20,22,12,21,16,14,10,13,6,9,8,14,8,7,2,6,2,2,3,2,1,3,4,5,1,2,3,2,1,1,0,1,0,1,1,0,0,1,0
2021-03-09,13,9,16,15,16,13,14,23,22,17,14,11,13,12,11,17,14,10,11,12,5,6,10,11,6,5,3,3,3,1,3,6,2,0,0,4,0,7,2,0,0,3,2,2,0,1,3,0,1,1
2021-03-10,10,9,12,10,12,18,12,25,20,20,18,14,7,21,14,14,10,8,13,16,14,8,7,3,3,4,2,5,5,4,3,5,0,4,4,2,3,2,1,2,0,1,3,0,1,0,1,0,0,1
2021-03-11,15,5,4,7,17,24,17,10,14,16,14,15,20,15,13,13,9,6,9,14,11,11,3,5,4,4,6,2,4,4,2,4,2,2,4,1,2,0,3,0,3,1,2,1,1,0,0,1,0,1
2021-03-12,18,8,10,9,19,15,17,16,15,20,12,21,7,19,13,11,11,10,4,7,6,6,8,5,6,6,5,2,8,3,5,2,3,2,2,3,0,2,1,0,1,0,2,0,0,0,1,0,1,0
2021-03-13,13,10,12,18,15,15,14,16,12,13,22,19,19,15,15,10,10,15,9,10,11,9,5,9,9,10,7,3,2,4,3,3,3,1,3,0,1,0,2,3,2,0,2,1,0,0,1,1,1,0
2021-03-14,11,4,9,10,23,14,11,22,15,17,16,20,10,8,11,11,11,8,11,8,6,5,4,9,8,2,3,5,2,4,2,1,2,4,0,3,2,1,0,0,0,0,1,0,0,1,2,0,1,0
2021-03-15,14,12,14,14,22,22,25,19,21,23,9,19,12,17,19,12,17,9,8,3,12,14,7,8,5,3,4,5,4,1,2,0,5,5,3,0,1,2,0,2,1,0,1,1,0,1,2,1,0,1
2021-03-16,13,11,17,17,10,20,23,27,23,22,18,8,14,16,14,19,12,17,14,8,7,11,4,10,7,4,7,6,5,1,5,4,5,4,6,6,1,0,6,0,2,1,0,2,1,2,1,3,0,0
2021-03-17,16,20,11,8,15,15,17,21,20,24,15,16,22,20,20,12,12,8,8,5,11,9,5,6,5,2,5,6,3,3,4,4,2,2,3,0,1,1,1,2,2,0,0,1,0,0,1,1,1,0
2021-03-18,11,9,10,21,9,19,22,13,15,20,11,19,11,11,12,9,13,14,12,4,11,13,3,2,5,2,1,4,3,2,5,3,2,2,3,2,1,1,4,0,3,3,1,1,0,0,1,1,0,0
2021-03-19,11,10,15,17,14,21,13,22,21,22,19,13,13,15,8,14,13,5,5,9,8,8,5,3,12,7,3,2,5,6,1,5,2,1,1,3,2,1,2,0,1,2,1,1,2,1,0,0,1,1
